Title,URL,Length (min),Date
An AI Fable for the New Economy,https://www.youtube.com/watch?v=g-vDL5O2f_E,15,2025-07-11
I Was Wrong About AI Agents — This $200 Browser Actually Works,https://www.youtube.com/watch?v=rkQhpiLn8EI,12,2025-07-11
How to Get an AI Job in 2025 (Beyond OpenAI & Big Tech),https://www.youtube.com/watch?v=lZw9G1er8eE,14,2025-07-10
How Grok Went Rogue on July 8: The Engineering Blunders That Let AI Spew Hate,https://www.youtube.com/watch?v=ckJN01g13_k,13,2025-07-09
The A-to-Z AI Literacy Guide (2025 Edition),https://www.youtube.com/watch?v=BYKUwsQOA8U,41,2025-07-09
The Honest Case for AI Note-Taking—From a Skeptic,https://www.youtube.com/watch?v=JdTgxpfCa3E,15,2025-07-08
Million Token Context Windows? Myth Busted—Limits & Fixes,https://www.youtube.com/watch?v=R-CASOusCJo,15,2025-07-07
AI Cold War Danger: A July 4th Blueprint for Safer Superpowers,https://www.youtube.com/watch?v=xoGei3nXPH8,12,2025-07-04
"Microsoft CoPilot Decoded: 12 Flavors, 20x ROI Playbook",https://www.youtube.com/watch?v=cW9eaEcx6OY,44,2025-07-03
RAG: The $40B AI Technique 80% of Enterpises Use—Finally Explained,https://www.youtube.com/watch?v=z8-0INxN_Hg,23,2025-07-02
The $1000 Test That Breaks Every AI Model Out There Today,https://www.youtube.com/watch?v=uGaHlkMW3JA,13,2025-07-01
"Catch Up Before ChatGPT-5: Your Complete AI Guide—Timeline, AI Basics, Resources, and Who To Follow",https://www.youtube.com/watch?v=HfvO5Hcdyt4,22,2025-06-30
ChatGPT-5 Rumors Decoded—How Prompting is Evolving in the Next Age of AI,https://www.youtube.com/watch?v=POLFZdG54Kw,12,2025-06-26
Karpathy vs. McKinsey: The Truth About AI Agents (Software 3.0),https://www.youtube.com/watch?v=xZX4KHrqwhM,12,2025-06-23
Context Engineering vs. Prompt Engineering: Guiding LLM Agents,https://www.youtube.com/watch?v=mldfMWbnZTg,13,2025-06-20
"Code Evolved More in 60 Years than Writing did in 5,000—Now AI is About to Rewrite Writing",https://www.youtube.com/watch?v=l8Po2CyWZag,10,2025-06-18
"The 2025 AI Agent Reality Check: Power-Law Adoption, Agent Wars, and  Single- vs-Multi Architectures",https://www.youtube.com/watch?v=uX536ECdb94,12,2025-06-17
Friday the 13th: ChatGPT can be a Dark Mirror for Mental Health,https://www.youtube.com/watch?v=kjB9kHT9PkM,12,2025-06-13
o3 Pro is Out—Here's Everything You Need to Know,https://www.youtube.com/watch?v=5kWuXbiQ2zY,14,2025-06-11
Most of Us Are Using AI Backwards—Here's Why,https://www.youtube.com/watch?v=p63MKDEsuFc,13,2025-06-10
Let's Talk THAT Apple AI Paper—Here's the Takeaway Everyone is Ignoring,https://www.youtube.com/watch?v=I9tYAvjkOQk,11,2025-06-09
Deep Dive on OpenAI Data Connectors,https://www.youtube.com/watch?v=UvC33D6lwRI,12,2025-06-05
AI Trends 2025: Mary Meeker Deck Deep Dive Part 1,https://www.youtube.com/watch?v=_g1LFxC31EY,41,2025-06-04
I read Mary Meeker's 340 Slide AI Deck—Here Are the Top Takeaways,https://www.youtube.com/watch?v=SykH1k65Dy4,13,2025-06-02
AI and Jobs Debate is Spiraling: Here are 5+ Skills that Pay,https://www.youtube.com/watch?v=XqwfFbuZF-0,11,2025-05-30
"7 Prompting Strategies from Claude 4's ""System Prompt"" Leak",https://www.youtube.com/watch?v=74FvsJeljak,11,2025-05-29
Reinforcement Learning is Why so Many People are Afraid of AI,https://www.youtube.com/watch?v=NWL-dONze3U,10,2025-05-28
The Compression of Time in the AI Era,https://www.youtube.com/watch?v=3fQbxz--nFk,13,2025-05-10
Transformers are Universal Learning Machines,https://www.youtube.com/watch?v=-igxoH9mPeE,10,2025-05-08
"ChatGPT o3: Model Breakdown vs. Gemini 2.5 Pro, o3 Work Skills, Plus AI Landscape Review post-o3",https://www.youtube.com/watch?v=a8laYqv-CN8,15,2025-04-17
We can't communicate how AI works to regular humans and it's a big problem,https://www.youtube.com/watch?v=bcitUtdi2qM,11,2025-03-25
From 1T Tokens to ZB Scale—How to move past the internet and scale LLMs,https://www.youtube.com/watch?v=wIWtp0KZa3c,12,2025-03-18
"DeepSeek Releases R1: Capability & Strategy vs. Strategy of OpenAI, Google, Amazon, and Microsoft",https://www.youtube.com/watch?v=U6bZI-0oAjc,11,2025-01-20
We Need to Talk about AI and Job Loss: On Jevons and Moravec And the Value of Nuanced AGI Studies,https://www.youtube.com/watch?v=053O3UkfC3k,12,2024-11-19
10 AI Jump Scares + 1 Real AI Scare for Halloween,https://www.youtube.com/watch?v=joHjP-PTrh8,15,2024-10-31
"AI News Today: 3 moves toward a 10 trillion dollar future from Stripe, Anthropic, and Perplexity",https://www.youtube.com/watch?v=WOPFh7CdSX0,11,2024-10-23
The New Tech Job Guide: How to Win in an AI World,https://www.youtube.com/watch?v=f4_u8wKMjAo,11,2024-10-11
AI: The story of the chips that make our world,https://www.youtube.com/watch?v=r0_0HczCN_g,11,2024-09-30
Long Take: Foundational Concepts in Artificial Intelligence,https://www.youtube.com/watch?v=u7GayC4XTJ0,32,2024-08-30
AI News This Week: Large Language Models for Developers and Kids!,https://www.youtube.com/watch?v=VxzQiJ8Ngkk,10,2024-08-12
5 AI News Stories This Week: Trends to Watch in August 2024,https://www.youtube.com/watch?v=bALjI_OVrSE,12,2024-08-07
July 2024 AI Tech News: the strategy behind the Q3 earnings headlines for chips and cloud,https://www.youtube.com/watch?v=jNGQMUoGMfQ,18,2024-07-31
Tech jobs: you're WAY better at these 3 skills than AI,https://www.youtube.com/watch?v=b9WehQ_5qeA,12,2024-07-29
The Tech Job Market in 2024,https://www.youtube.com/watch?v=HGvx3u5npXU,12,2024-07-26
AI News: Llama 3.1 Day! Here's Meta's strategy with the Llama 3.1 release and Llama ecosystem,https://www.youtube.com/watch?v=rksBKKzAiOU,12,2024-07-24
3 things LLM's are bad at plus 7 great use-cases for AI,https://www.youtube.com/watch?v=uS_YX_LGCAY,16,2024-07-22
12 hacks for AI in Tech Job Searches: 5 things to avoid and 7 tips that make LLM's work for you,https://www.youtube.com/watch?v=iP8p7YjGG9k,15,2024-07-18
AI is not a chatbot:  the AI chatbot UX is cheating our brains,https://www.youtube.com/watch?v=ODLyBQd4VHU,17,2024-07-16
Myths of software development: 3 myths that hold back PM & engineering teams plus what matters most,https://www.youtube.com/watch?v=CEDXz_M-5BE,11,2024-07-15
10 ways you can become more technical as a PM,https://www.youtube.com/watch?v=wMxZz6sUVek,13,2024-07-10
"Wall Street is betting against AI, and here's why: Uber, Amazon and the history of bets against tech",https://www.youtube.com/watch?v=Gb6FJWnnkLE,14,2024-07-09
Tech loops: what actually happens in a tech loop debrief and how you can win as a candidate,https://www.youtube.com/watch?v=2_qGU5p9GFQ,18,2024-07-08
The secret to getting better at job interviews: your job is to de-risk your candidacy for the role,https://www.youtube.com/watch?v=Iu9qwQ2m4ZE,14,2024-07-05
10 career enders no one will tell you about and how to fix it (soft skills edition),https://www.youtube.com/watch?v=yXE576Eq6Xw,15,2024-07-04
Capturing Megatrends: Building a Long-Term Product Strategy with Figma,https://www.youtube.com/watch?v=QkRlKJVjeDQ,11,2024-07-03
